gvkey,datadate,revt,pi,at,lt,teq,ipti,bct
270979,2001-12-31,112.887,27.435,405.512,383.244,,84.135,63.933
270979,2002-12-31,113.924,42.951,377.392,308.439,,81.336,52.566
270979,2003-12-31,123.421,57.244,449.032,340.866,,79.327,43.557
270979,2004-12-31,197.815,117.985,568.709,452.03,,107.501,74.272
270979,2005-12-31,263.112,119.494,663.583,482.171,,139.454,100.526
270979,2006-12-31,310.966,147.342,753.005,533.95,,144.955,107.145
270979,2007-12-31,364.134,182.098,870.322,632.69,,142.236,99.795
270979,2008-12-31,422.806,202.518,1014.003,738.434,,169.836,114.576
270979,2009-12-31,507.5,215.8,1177.4,876.6,,211.9,151.7
270979,2010-12-31,640.8,265.5,1766.7,1416.0,350.7,288.1,208.5
270979,2011-12-31,870.3,299.1,2614.9,2220.5,394.4,445.8,363.8
270979,2012-12-31,984.3,344.6,3204.2,2743.5,460.7,498.9,404.5
270979,2013-12-31,924.4,370.2,3473.8,2949.7,524.1,483.0,303.0
270979,2014-12-31,884.6,350.7,3877.5,3296.6,580.9,464.9,259.1
270979,2015-12-31,904.8,368.7,4202.4,3569.5,632.9,467.0,226.5
270979,2016-12-31,1016.8,278.4,4860.8,4279.1,581.7,548.8,394.6
270979,2017-12-31,1128.9,403.5,5859.1,5203.3,655.8,619.1,347.1
270979,2018-12-31,1265.2,476.2,6802.5,6031.4,771.1,671.8,350.1
270979,2019-12-31,1362.3,522.6,7585.4,6666.8,918.6,709.4,359.3
270979,2020-12-31,1306.7,608.2,7842.2,6718.8,1123.4,751.6,293.2
270979,2021-12-31,1555.3,713.5,8359.7,6951.2,1408.5,855.0,332.3
270979,2022-12-31,1507.3,469.0,8938.5,7983.1,955.4,911.0,506.1
270979,2023-12-31,3511.2,442.8,7096.2,6103.4,992.8,3150.8,1957.9
015598,1987-12-31,8734.12,412.38,43069.373,40957.1,,4929.09,4925.631
015598,1988-12-31,9727.517,461.964,50644.991,47867.852,,5701.643,5749.198
015598,1989-12-31,11181.072,600.748,56416.112,52678.512,,6458.092,6587.289
015598,1990-12-31,11451.0,792.0,60464.0,55999.0,,6379.0,6709.0
015598,1991-12-31,12996.0,875.0,71406.0,65669.0,,7101.0,7671.0
015598,1992-12-31,14578.0,977.0,83852.0,77501.0,,7850.0,8755.0
015598,1993-12-31,21161.0,1126.0,128209.0,119526.0,,11202.0,14290.0
015598,1994-12-31,19215.0,1298.0,137129.0,129159.0,,12839.0,12201.0
015598,1995-12-31,20367.0,1720.0,150603.0,142416.0,,12948.0,12678.0
015598,1996-12-31,29798.0,2013.0,183126.0,171823.0,,15349.0,20989.0
015598,1997-12-31,45166.0,2837.0,272736.0,254583.0,,19718.0,33468.0
015598,1998-12-31,56569.0,3601.0,289118.0,271618.0,,24118.0,43029.0
015598,1999-12-31,75631.0,4806.0,504226.0,473252.0,,29961.0,60221.0
015598,2000-12-31,25088.0,2887.0,244216.0,230819.0,,18734.0,16935.0
015598,2001-12-31,19778.0,3243.0,264061.0,248185.0,,19371.0,10868.0
015598,2002-12-31,16894.0,1849.0,238206.0,223484.0,,18540.0,7966.0
015598,2003-12-31,38760.0,2147.0,233976.0,219436.0,,17037.0,29932.0
015598,2004-12-31,34182.0,2165.0,238499.0,224086.0,,16685.0,25077.0
015598,2005-12-31,45042.0,3615.0,311215.0,291921.0,,18882.0,35361.0
015598,2006-12-31,46679.0,3390.0,314813.0,291628.0,,24570.0,37519.0
015598,2007-12-31,44079.0,3077.0,314120.0,294158.0,,25294.0,34135.0
015598,2008-12-31,5423.0,-1061.0,287259.0,273499.0,,20838.0,-808.0
015598,2009-12-31,43387.0,-464.0,298634.0,279751.0,,17746.0,16308.0
015598,2010-12-31,46341.0,1914.0,332303.0,308878.0,23425.0,19238.0,18909.0
015598,2011-12-31,28543.0,916.0,345577.0,319843.0,25734.0,16114.0,20789.0
015598,2012-12-31,43379.0,1852.0,366066.0,336405.0,29661.0,15791.0,20992.0
015598,2013-12-31,45396.0,1147.0,353745.0,328661.0,25084.0,16831.0,27615.0
015598,2014-12-31,43345.0,889.0,424467.0,396674.0,27793.0,16853.0,31846.0
015598,2015-12-31,32206.0,874.0,417175.0,389678.0,27497.0,17332.0,23830.0
015598,2016-12-31,50133.0,805.0,425935.0,401202.0,24733.0,20277.0,41974.0
015598,2017-12-31,53914.0,2393.0,396291.0,371905.0,24386.0,19395.0,45599.0
015598,2018-12-31,18204.0,751.0,392633.0,370066.0,22567.0,16653.0,10557.0
015598,2019-12-31,64672.0,1457.0,440348.0,415907.0,24441.0,15704.0,56797.0
015598,2020-12-31,48557.0,-364.0,443814.0,419153.0,24661.0,13396.0,42006.0
015598,2021-12-31,49667.0,1979.0,468884.0,442043.0,26841.0,11926.0,41852.0
015598,2022-12-31,-12645.0,-1543.0,400936.0,387377.0,13559.0,11003.0,-16680.0
016447,1987-12-31,52583.463,2570.655,206957.543,191658.543,,31894.692,28274.914
016447,1988-12-31,71059.772,4226.928,306061.566,283183.872,,39723.691,38487.059
016447,1989-12-31,75874.479,3830.289,339824.527,311969.249,,43347.964,40491.298
016447,1990-12-31,8348.7,8152.6,72409.4,5459.4,,0.0,0.0
016447,1991-12-31,8759.3,8338.3,74132.4,7744.3,,0.0,0.0
016447,1992-12-31,8920.3,8309.0,73270.3,6675.7,,0.0,0.0
016447,1993-12-31,9988.1,9333.2,89079.4,6848.1,,0.0,0.0
016447,1994-12-31,11155.8,10595.9,87394.8,5097.8,,0.0,0.0
016447,1995-12-31,11956.0,11616.2,92646.4,5743.1,,0.0,0.0
016447,1996-12-31,14224.1,13821.1,126261.2,23348.0,,0.0,0.0
016447,1997-12-31,18551.0,18032.0,153454.0,8055.0,,0.0,0.0
016447,1998-12-31,35186.6,2526.1,337978.3,326605.5,,9981.0,10505.8
016447,1999-12-31,41228.7,3392.1,406109.3,387634.4,,12526.6,13404.6
016447,2000-12-31,48404.0,4136.0,438083.0,420727.0,,15784.0,13153.0
016447,2001-12-31,46218.9,3493.4,482969.9,466992.7,,18162.3,13247.4
016447,2002-12-31,46204.7,2545.7,485765.4,472663.7,,18494.7,12896.1
016447,2003-12-31,49355.3,2298.4,523250.0,509235.1,,18142.0,16779.6
016447,2004-12-31,60453.0,3890.0,570648.0,554826.0,,13396.0,14219.0
016447,2005-12-31,90419.0,5150.0,728995.0,709338.0,,12919.0,11788.0
016447,2006-12-31,96602.0,5443.0,775229.0,753678.0,,13984.0,13151.0
016447,2007-12-31,117644.0,2826.0,871179.0,836985.0,,14925.0,15497.0
016447,2008-12-31,8654.0,-477.0,92870.0,85560.0,,8448.0,5199.0
016447,2009-12-31,16494.0,1630.0,93243.0,83239.0,,9023.0,11550.0
016447,2010-12-31,13581.5,141.2,99166.7,89297.5,9869.2,9323.7,10358.2
016447,2011-12-31,10453.4,-756.8,90602.2,82234.5,8367.7,8738.7,7971.8
016447,2012-12-31,15298.1,1267.7,97112.9,86326.8,10786.1,9676.6,11295.4
016447,2013-12-31,13796.2,993.0,95735.6,86313.8,9421.8,9087.4,9597.1
016447,2014-12-31,13975.4,793.0,103559.0,92647.5,10911.5,8891.9,9920.6
016447,2015-12-31,13567.6,1165.6,104485.8,92510.8,11975.0,9035.9,9069.7
016447,2016-12-31,13316.9,434.7,104293.5,94088.5,10205.0,9001.3,9148.4
016447,2017-12-31,12539.1,1108.2,103340.8,93178.6,10162.2,8254.5,8349.6
016447,2018-12-31,11564.5,1249.7,101686.3,90166.7,11519.6,8646.3,7294.9
016447,2019-12-31,14761.8,1432.7,109448.7,95968.0,13480.7,9021.2,10271.3
016447,2020-12-31,11948.0,1533.0,111418.0,97644.0,13774.0,8002.0,7425.0
016447,2021-12-31,13459.0,1231.0,111139.0,96967.0,14172.0,8533.0,9043.0
016447,2022-12-31,9866.0,1452.0,100304.0,91672.0,8632.0,8507.0,5111.0
015724,1987-12-31,11152.76,597.577,29502.29,21060.988,,7766.625,6107.069
015724,1988-12-31,10975.3,1239.3,33126.5,23389.657,,8403.3,6570.1
015724,1989-12-31,37849.805,2081.247,133272.628,120315.634,,24262.384,23090.584
015724,1990-12-31,43438.411,1833.519,147542.694,132730.077,,27928.025,27294.883
015724,1991-12-31,56813.332,1618.233,180464.831,166198.195,,37650.776,36874.02
015724,1992-12-31,63866.028,1495.898,207414.516,192160.406,,43291.928,41905.449
015724,1993-12-31,77237.958,1894.391,236643.528,220179.758,,53605.59,53317.69
015724,1994-12-31,75382.334,2146.62,255132.619,237334.345,,53234.224,50738.342
015724,1995-12-31,95361.964,2896.393,287333.317,267987.742,,58262.771,58126.44
015724,1996-12-31,101780.925,4024.436,311522.628,290301.534,,61610.65,61053.938
015724,1997-12-31,119202.98,4863.932,380223.704,356294.958,,71151.398,71391.764
015724,1998-12-31,118215.4,7990.2,670238.9,602444.5,,77805.4,78196.0
015724,1999-12-31,70794.8,4350.0,382806.3,341327.8,,46182.2,46940.6
015724,2000-12-31,78481.0,4912.8,439994.9,387715.7,,49907.1,51737.5
015724,2001-12-31,89450.0,1827.0,942925.0,891404.0,,52745.0,50154.0
015724,2002-12-31,94345.0,-1214.0,852056.0,818432.0,,55133.0,50229.0
015724,2003-12-31,89632.0,2528.0,935951.0,896411.0,,55978.0,50033.0
015724,2004-12-31,92199.0,5183.0,994698.0,952728.0,,56789.0,53326.0
015724,2005-12-31,95260.0,7880.0,997881.0,949177.0,,57747.0,53797.0
015724,2006-12-31,97484.0,10323.0,1053226.0,993989.0,,58524.0,53672.0
015724,2007-12-31,99093.0,11568.0,1061149.0,1009768.0,,59362.0,53807.0
015724,2008-12-31,79407.0,5473.0,955576.0,918328.0,,60444.0,50799.0
015724,2009-12-31,85747.0,5328.0,584045.0,541758.0,,59857.0,55206.0
015724,2010-12-31,92946.0,7173.0,624945.0,578383.0,46562.0,63337.0,59967.0
015724,2011-12-31,90972.0,4846.0,641472.0,594219.0,47253.0,63668.0,59860.0
015724,2012-12-31,99816.0,8631.0,694621.0,638403.0,56218.0,66045.0,63233.0
015724,2013-12-31,101126.0,9644.0,711530.0,658681.0,52849.0,66628.0,61792.0
015724,2014-12-31,98786.0,8847.0,805787.0,742085.0,63702.0,68274.0,63579.0
015724,2015-12-31,106217.0,10196.0,848942.0,782843.0,66099.0,70645.0,65767.0
015724,2016-12-31,105982.0,10292.0,883809.0,813417.0,70392.0,70357.0,66329.0
015724,2017-12-31,110984.0,10148.0,901300.0,832698.0,68602.0,71427.0,65645.0
015724,2018-12-31,101746.0,10399.0,897567.0,833888.0,63679.0,71472.0,61841.0
015724,2019-12-31,112409.0,11077.0,1011185.0,933820.0,77365.0,75914.0,69577.0
015724,2020-12-31,117531.0,9604.0,1060012.0,975418.0,84594.0,75714.0,70067.0
015724,2021-12-31,114475.0,9520.0,1139429.0,1055207.0,84222.0,77656.0,70837.0
015724,2022-12-31,110591.0,9649.0,1021503.0,966261.0,55242.0,83912.0,66066.0
015724,2023-12-31,107626.0,11582.0,983174.0,919594.0,63580.0,91251.0,57934.0
015513,1987-12-31,8369.0,346.0,29385.0,25123.0,,5101.0,4537.0
015513,1988-12-31,10761.0,1071.0,39015.0,32837.0,,4721.0,5288.0
015513,1989-12-31,11180.0,1164.0,48721.0,38153.0,,5114.0,5052.0
015513,1990-12-31,10581.0,-2041.0,109598.0,100947.0,,4723.0,5286.0
015513,1991-12-31,24716.0,275.0,118960.0,109758.0,,7813.0,15597.0
015513,1992-12-31,-2746.0,-4433.0,6905.0,3938.0,,0.0,0.0
015513,1993-12-31,763.0,-2052.0,4802.0,3889.0,,0.0,0.0
015513,1994-12-31,169.0,-183.0,2172.0,1442.0,,0.0,0.0
015513,1995-12-31,246.0,94.0,1736.0,995.0,,0.0,0.0
015513,1996-12-31,207.0,194.0,1410.0,515.0,,0.0,0.0
015513,1997-12-31,211.0,130.0,1460.0,475.0,,0.0,0.0
015513,1998-12-31,192.0,253.0,1595.0,397.0,,0.0,0.0
015513,1999-12-31,489.0,458.0,11076.0,9270.0,,0.0,0.0
015513,2000-12-31,955.0,262.0,12236.0,10287.0,,0.0,0.0
015513,2001-12-31,3931.0,-1102.0,20902.0,18213.0,,3494.0,3813.0
015513,2002-12-31,4927.0,144.0,18244.0,15359.0,,4054.0,3625.0
015513,2003-12-31,5392.0,394.0,22057.0,18590.0,,4526.0,3722.0
015513,2004-12-31,6172.0,532.0,22791.0,18836.0,,4637.0,4118.0
015513,2005-12-31,7878.0,852.0,42550.0,37615.0,,5454.0,4875.0
015513,2006-12-31,6522.0,1037.0,42992.0,37560.0,,4915.0,3229.0
015513,2007-12-31,7365.0,980.0,47886.0,42440.0,,5345.0,3824.0
015513,2008-12-31,7104.0,-164.0,45777.0,40977.0,,5530.0,4017.0
015513,2009-12-31,7742.0,-1416.0,47498.0,43804.0,,5434.0,4957.0
015513,2010-12-31,7353.0,-539.0,48149.0,43391.0,4758.0,5481.0,4972.0
015513,2011-12-31,7507.0,-626.0,44913.0,40707.0,4206.0,5496.0,5282.0
015513,2012-12-31,7594.0,411.0,42559.0,38053.0,4506.0,5769.0,4764.0
015513,2013-12-31,7141.0,375.0,39580.0,34895.0,4685.0,5959.0,4787.0
015513,2014-12-31,8298.0,381.0,39118.0,34271.0,4847.0,6301.0,5588.0
015513,2015-12-31,7083.0,652.0,35083.0,29851.0,5232.0,6354.0,4294.0
015513,2016-12-31,7872.0,1033.0,34859.0,29659.0,5200.0,6309.0,4821.0
015513,2017-12-31,7862.0,1023.0,34654.0,29718.0,4936.0,6551.0,5205.0
015513,2018-12-31,8000.0,675.0,39025.0,34277.0,4748.0,7278.0,5159.0
015513,2019-12-31,9373.0,569.0,41798.0,37222.0,4576.0,7215.0,6373.0
015513,2020-12-31,7869.0,863.0,32780.0,27613.0,5167.0,6975.0,5617.0
015513,2021-12-31,5399.0,698.0,42235.0,28529.0,13706.0,5174.0,3461.0
015513,2022-12-31,8756.0,-61.0,38566.0,24801.0,13765.0,8943.0,6084.0
015513,2023-12-31,15192.0,881.0,35569.0,21625.0,13944.0,14350.0,10815.0
015512,1987-12-31,,,,,,,
015512,1988-12-31,1806.474,92.955,7110.136,6547.88,,1290.543,1143.199
015512,1989-12-31,2000.225,109.548,8066.641,7338.498,,1421.379,1276.7
015512,1990-12-31,2231.793,121.827,8923.282,8160.144,,1578.877,1416.536
015512,1991-12-31,2664.976,144.395,10470.415,9591.895,,1921.119,1780.951
015512,1992-12-31,2726.304,149.271,12217.084,11240.058,,1846.498,1731.306
015512,1993-12-31,2985.065,152.424,14456.259,13273.855,,1926.472,1858.329
015512,1994-12-31,3145.124,171.293,16465.247,15231.785,,2075.016,1951.749
015512,1995-12-31,3645.4,221.5,18754.5,17319.2,,2505.0,2343.2
015512,1996-12-31,4482.6,268.2,21707.7,19940.3,,2717.7,2863.1
015512,1997-12-31,5508.0,331.9,25885.3,23886.7,,3273.1,3493.0
015512,1998-12-31,6054.9,410.9,30112.9,27923.1,,3854.4,3955.1
015512,1999-12-31,6698.0,622.6,34446.6,31696.5,,3529.3,4511.9
015512,2005-12-31,8155.0,750.0,37332.0,34785.0,,6158.0,5686.0
015512,2006-12-31,8538.0,808.0,40025.0,36714.0,,6376.0,5998.0
015512,2007-12-31,7952.0,1017.0,38926.0,36567.0,,5316.0,5073.0
015512,2008-12-31,9312.0,-845.0,36714.0,36185.0,,8136.0,8231.0
015512,2009-12-31,7651.0,330.0,39291.0,37336.0,,4582.0,5661.0
015512,2010-12-31,7095.0,421.0,40616.0,38165.0,2451.0,4518.0,5124.0
015512,2011-12-31,5720.0,252.0,42078.0,39713.0,2365.0,4285.0,3693.0
015512,2012-12-31,7687.0,204.0,44483.0,41548.0,2935.0,4220.0,5607.0
015512,2013-12-31,7152.0,360.0,42431.0,39416.0,3015.0,3760.0,5012.0
015512,2014-12-31,7164.0,473.0,50969.0,47942.0,3027.0,3643.0,5114.0
015512,2015-12-31,7333.0,780.0,53338.0,49079.0,4259.0,3765.0,5250.0
015512,2016-12-31,6688.0,838.0,56952.0,52481.0,4471.0,4260.0,4726.0
015512,2017-12-31,6337.0,1128.0,55405.0,49973.0,5432.0,3903.0,3835.0
015512,2018-12-31,5818.0,904.0,59009.0,53530.0,5479.0,4386.0,3534.0
015512,2019-12-31,8055.0,1211.0,69721.0,63628.0,6093.0,4625.0,5415.0
015512,2020-12-31,7609.0,830.0,77151.0,70838.0,6313.0,5200.0,5051.0
015512,2021-12-31,9747.0,1209.0,75040.0,67656.0,7384.0,5777.0,6817.0
015512,2022-12-31,5624.0,929.0,65539.0,58786.0,6753.0,5923.0,2919.0
015512,2023-12-31,12918.0,1389.0,150824.0,141447.0,9377.0,7535.0,6400.0
015804,1987-12-31,10269370.0,640287.0,26933038.0,24103531.0,,8088146.0,6821270.0
015804,1988-12-31,11692256.0,768804.0,31933555.0,27572355.0,,9223397.0,7911822.0
015804,1989-12-31,13097739.0,849071.0,36069504.0,31207108.0,,10187013.0,8940204.0
015804,1990-12-31,15052931.0,755517.0,42020587.0,36268368.0,,11735306.0,10528750.0
015804,1991-12-31,18472681.0,1201399.0,54739456.0,45204484.0,,13711370.0,13032633.0
015804,1992-12-31,26132745.0,1066875.0,73015088.0,61964831.0,,20288468.0,19633132.0
